,Unnamed: 0,content,cleaned_content,score,at,thumbsUpCount,sentiment_score,final_theme
3600,3600,Fantastic Habit Forming App! The staff is so kind and helpful. My reading skill and general cleanliness are castle improved. I love forming a party with friends and doing all the little quests together.,fantastic habit forming app staff kind helpful reading skill general cleanliness castle improved love forming party friends little quests together,5,2020-10-27 21:50:11,0,0.2725,Monetization Sentiment
3601,3601,Great experience. This app has made me more productive and engaged! Love it,great experience app made productive engaged love,5,2020-10-26 19:06:48,0,0.65,Monetization Sentiment
3602,3602,"I find it so hard fitting things in/remembering to do things, but this app makes it a breeze. Grateful to have it! 👏",find hard fitting things inremembering things app makes breeze grateful,5,2020-10-26 00:37:02,0,0.1041666666666666,Noise
3603,3603,Made productivity really fun.,made productivity really fun,5,2020-10-25 20:55:59,0,0.3,Monetization Sentiment
3604,3604,Best gamification app.,best gamification app,5,2020-10-25 18:31:41,0,1.0,Low Signal
3605,3605,awesome!,awesome,5,2020-10-22 19:38:46,0,1.0,Low Signal
3606,3606,"Makes daily chores feel like a game. Habitica has this thing where you collect an extensive list of gears and animal companion when you complete tasks. I love collecting items, so choosing the rogue class out of the other 3 is probably the best choice for me. There's so much more to it too :)",makes daily chores feel like game habitica thing collect extensive list gears animal companion complete tasks love collecting items choosing rogue class probably best choice theres much,5,2020-10-22 09:28:50,0,0.1999999999999999,Monetization Sentiment
3607,3607,I REALLY LOVE THIS APP. REALLY MULTIFUNCTION AND REALLY GOOD!!,really love app really multifunction really good,5,2020-10-21 15:53:17,0,0.4666666666666666,Efficiency
3608,3608,Nice app tp start a new habit!,nice app tp start new habit,5,2020-10-21 07:46:20,0,0.3681818181818181,Monetization Sentiment
3609,3609,"Great idea, great app",great idea great app,5,2020-10-18 19:19:13,0,0.8,Low Signal
3610,3610,Worked extremely well for me with getting organized and gamifying everyday tasks. Has a really helpful community.,worked extremely well getting organized gamifying everyday tasks really helpful community,5,2020-10-16 15:25:58,0,-0.0416666666666666,Monetization Sentiment
3611,3611,Previous issue was fixed by developers. Thanks for getting back in a timely manner. Great application and is a fun way to keep yourself motivated. Being a gamer myself it is a nice change of pace to your traditional tracking app.,previous issue fixed developers thanks getting back timely manner great application fun way keep motivated gamer nice change pace traditional tracking app,5,2020-10-16 08:06:56,5,0.2291666666666666,Efficiency
3612,3612,"Great app help helps me get stuff done compared to other so-called ""Adult"" "" serious, not childish"" app",great app help helps get stuff done compared socalled adult serious childish app,5,2020-10-15 16:32:08,0,0.0916666666666666,Efficiency
3613,3613,"New UI design is amazing! Only one mistake... when I edit a task, the save button is not showing but I can click that...look into it. Edit: Its fixed now already, Thank you :)",new ui design amazing one mistake edit task save button showing click thatlook edit fixed already thank,5,2020-10-15 06:14:07,0,0.2787878787878788,Monetization Sentiment
3614,3614,"I love it :D I met great and fun people and this is the only to-do apps that really makes me do it or else I'll die oof. I love the concept and all but i kinda wish that there'll be more default costumes like the hair that is free, or some that can be bought by coins if possible. And maybe the background too? Anyways overall I love it, it was really effective for me. Keep up the good work, I'll look forward on it",love met great fun people todo apps really makes else ill die oof love concept kinda wish therell default costumes like hair free bought coins possible maybe background anyways overall love really effective keep good work ill look forward,5,2020-10-14 14:32:52,17,0.2692307692307692,Efficiency
3615,3615,"What would I do without this? Seriously. I don't know. This has honestly helped me work out, and floss. How dumb is that? I don't want to disappoint my party, so I have a certain amount of reps and chores to take care of every day. And darn it, I do them. I have 100% seen improvement in my muscle-mass. It seems... So weird. But this game/whatever you want to call it has started to make me buffer. And I love it.",would without seriously dont know honestly helped work floss dumb dont want disappoint party certain amount reps chores take care every day darn seen improvement musclemass seems weird gamewhatever want call started make buffer love,5,2020-10-11 19:21:59,0,0.0176587301587301,Monetization Sentiment
3616,3616,"Best app I've used to help me stick with habits. They change colors, ranging from deep red to light blue, to show the how well you are doing with the habit. The support features and articles help you customize the app in many ways to fit your needs.",best app ive used help stick habits change colors ranging deep red light blue show well habit support features articles help customize app many ways fit needs,5,2020-10-10 18:29:15,0,0.3285714285714285,Retention Drivers
3617,3617,"This app is amazing! It's exactly what I need to keep track of my goals, cleaning tasks, and to-dos. The widgets were a game changer and allowed me to basically create my perfect bullet journal spread on my phone. And they already gameified it for me so I don't have to. Truly a blessing of an app.",app amazing exactly need keep track goals cleaning tasks todos widgets game changer allowed basically create perfect bullet journal spread phone already gameified dont truly blessing app,5,2020-10-10 14:13:15,1,0.3625,Monetization Sentiment
3618,3618,"Habitica has been a massive positive push in my life. I dont make alot of game reviews, but i kinda felt like i had to for this one. I have adhd and it mainly affects my executive function which gives me alot of issues with procrastinating and putting things off and letting things like my personal hygiene and im ashamed to admit this, but the care for my animals go. Having a place to manage all that with an immediate repercussion, even if digital has been a wonderful motivator",habitica massive positive push life dont make alot game reviews kinda felt like one adhd mainly affects executive function gives alot issues procrastinating putting things letting things like personal hygiene im ashamed admit care animals go place manage immediate repercussion even digital wonderful motivator,5,2020-10-10 11:58:45,0,0.1419913419913419,Monetization Sentiment
3619,3619,"This app has helped my family and I maintain a daily routine despite the emotional rollercoaster that has been 2020. Updates sometimes cause bugs but they're rather charming & are quickly corrected. Whether you're using this solo, with irl friends, or ones you make through the app, habitica will help!",app helped family maintain daily routine despite emotional rollercoaster updates sometimes cause bugs theyre rather charming quickly corrected whether youre using solo irl friends ones make app habitica help,5,2020-10-10 10:10:12,0,0.2583333333333333,Retention Drivers
3620,3620,I wish it will be widget in next update Please,wish widget next update please,5,2020-10-09 22:44:16,0,0.0,Feature Requests & Friction
3621,3621,"Used to love this app, but recently, it's become very buggy. I can no longer use the check boxes for Dailies or To-Do's. Please fix this app. UPDATE: Appears that whatever bug occurred has been fixed.",used love app recently become buggy longer use check boxes dailies todos please fix app update appears whatever bug occurred fixed,5,2020-10-09 20:54:16,2,0.1999999999999999,Service Value & Trust
3622,3622,I love this app! The new dark mode is great. You guys fix any problems really fast and listen to the people who use Habitica which I appreciate. Cheers!,love app new dark mode great guys fix problems really fast listen people use habitica appreciate cheers,5,2020-10-08 20:31:17,2,0.2972727272727272,Monetization Sentiment
3623,3623,"One of the most flexible productivity apps I have used. Works as a Habit tracker, daily reminder list, and a To-Do list, which is great if you want to have an overview of all these things inside a single app. Makes your tasks feel less overwhelming by keeping the theme light and fun. The devs add new content to it constantly and the community is able to create guilds and challenges, offering a more social experience than most other productivity apps.",one flexible productivity apps used works habit tracker daily reminder list todo list great want overview things inside single app makes tasks feel less overwhelming keeping theme light fun devs add new content constantly community able create guilds challenges offering social experience productivity apps,5,2020-10-05 15:36:32,13,0.2210547028728847,Monetization Sentiment
3624,3624,"It's a nice to do list app for me. Separating things into habits, dailies, and to do's isn't something I really thought about. So it's helped me plan what I want a bit better. I just wish there was a late night mode where it acts as if it's yesterday so you can accurately reminesce about what you did that day. I usually plan things out at night. Also turning a to do into a nice grocery list would be nice too. Trying to put it in the notes of a to do doesn't really work since you can't check.",nice list app separating things habits dailies dos isnt something really thought helped plan want bit better wish late night mode acts yesterday accurately reminesce day usually plan things night also turning nice grocery list would nice trying put notes doesnt really work since cant check,5,2020-10-05 14:28:24,19,0.2833333333333334,Monetization Sentiment
3625,3625,"Useful, needs a good internet connection (I can do banking and then find that my connection is not good enough for Habitica). I have used this for well over two years and, even at work, it's a nice boost to my feeling of accomplishment when I get things done. Great co-op with family, too. Very responsive Devs.",useful needs good internet connection banking find connection good enough habitica used well two years even work nice boost feeling accomplishment get things done great coop family responsive devs,5,2020-10-04 18:45:09,16,0.5166666666666666,Retention Drivers
3626,3626,The best habit and to do list tracking app.,best habit list tracking app,5,2020-10-04 08:24:37,0,1.0,Retention Drivers
3627,3627,Increible! La mejor app para organizar tu vida!,increible la mejor app para organizar tu vida,5,2020-10-03 09:17:19,0,0.0,Noise
3628,3628,This app saved my life,app saved life,5,2020-10-01 13:40:51,0,0.0,Efficiency
3629,3629,This makes me so much more productive!,makes much productive,5,2020-10-01 06:16:55,0,0.2,Monetization Sentiment
3630,3630,This app changed my life,app changed life,5,2020-09-30 09:18:48,0,0.0,Efficiency
3631,3631,"I noticed how obsessive I was about getting an achievement in some video game..Like a new gun, module etc. I would grind for ages... I thought what if I did this kind of work in real life? I would be so far ahead! So I thought to look for a Gamification app. Habiticia fit perfectly. I'm using the same ""obsessed"" attitude and all my thousands of hours of childhood ""training"" I have to achieve in video games games for achieving my daily habits. Thank you, you saved me. Instant 1 year sub.",noticed obsessive getting achievement video gamelike new gun module etc would grind ages thought kind work real life would far ahead thought look gamification app habiticia fit perfectly im using obsessed attitude thousands hours childhood training achieve video games games achieving daily habits thank saved instant year sub,5,2020-09-29 18:54:43,0,0.2151515151515151,Monetization Sentiment
3632,3632,This is one of the best to do lists that I have used . Even Google's to do lists pales on comparison.I was surprised to find no constant ads or a pro mode which these things usually have. The widgets are almost perfect except for the hobbies make that 1x1 but it's a really good experience overall . I recommend using it . It helps a lot gamifying ur to do list makes you more eager to do them . Thank you for a to do list that is totally free . I definitely recommend this.,one best lists used even googles lists pales comparisoni surprised find constant ads pro mode things usually widgets almost perfect except hobbies make x really good experience overall recommend using helps lot gamifying ur list makes eager thank list totally free definitely recommend,5,2020-09-29 12:22:25,11,0.3277777777777777,Monetization Sentiment
3633,3633,Quite fun. Actually started keeping up with good habits already just to hatch some pets,quite fun actually started keeping good habits already hatch pets,5,2020-09-29 06:46:37,0,0.3333333333333333,Retention Drivers
3634,3634,Idk why I still stop doing my habits,idk still stop habits,5,2020-09-28 17:18:41,0,0.0,Retention Drivers
3635,3635,Phenomenal productivity application.,phenomenal productivity application,5,2020-09-28 11:55:07,0,0.5,Monetization Sentiment
3636,3636,One of the few apps i can truly say that is life changing,one apps truly say life changing,5,2020-09-28 02:49:30,0,0.0,Efficiency
3637,3637,"This app is amazing, truly. Sure, there are still minor bugs that existed from years ago when I started my first account, but the amount of progress it went through during that time period just shows how much the developers care and how much effort they've put (even just from the display!) in towards realizing this wonderful app for all of us who are looking to better our lives. Thank you so much!",app amazing truly sure still minor bugs existed years ago started first account amount progress went time period shows much developers care much effort theyve put even display towards realizing wonderful app us looking better lives thank much,5,2020-09-27 22:21:55,1,0.3777777777777778,Monetization Sentiment
3638,3638,"I absolutely love this app, it has helped me a lot organizing my time and creating positive habits!",absolutely love app helped lot organizing time creating positive habits,5,2020-09-27 09:10:22,0,0.3636363636363636,Retention Drivers
3639,3639,"Edit: the app gets better with every update and I hadn't had any bugs for a while now. I absolutely love how it looks after the latest update - super clean and fresh. 5 stars and many thanks to the hardworking devs. Love habitica. I find the app often has one bug or another from update to update, so can't really give 5 stars, but the devs do a smashing job regardless so 4 stars from me.",edit app gets better every update hadnt bugs absolutely love looks latest update super clean fresh stars many thanks hardworking devs love habitica find app often one bug another update update cant really give stars devs smashing job regardless stars,5,2020-09-27 05:12:32,6,0.39,Retention Drivers
3640,3640,Awesome stuff! I just wonder if its possible to have a choice for dates to be sorted from day/month/year since thats what im used to. Other than that great job!,awesome stuff wonder possible choice dates sorted daymonthyear since thats im used great job,5,2020-09-26 19:44:00,0,0.6,Monetization Sentiment
3641,3641,"Thank you for the wonderful update. Been using the app for years. Because of the great update, I bought gems as gratitude to the developers. Thanks!",thank wonderful update using app years great update bought gems gratitude developers thanks,5,2020-09-25 16:53:22,0,0.6666666666666666,Retention Drivers
3642,3642,Wow new app ui is looking great,wow new app ui looking great,5,2020-09-25 16:43:18,0,0.3454545454545454,Monetization Sentiment
3643,3643,"Thank You for the Update, I have been waiting for dark mode since months. Best App Ever!!",thank update waiting dark mode since months best app ever,5,2020-09-25 15:46:28,0,0.425,Monetization Sentiment
3644,3644,"This app is really amazing! There are different categories to sort your tasks into to suit your particular needs. The RPG aspect is really well done: your productivity reflects on your avatar in a surprisingly immersive way. It's rich with a variety of items, equipment and cosmetic customisations for your avatar; the quest feature is a great way for people to socialise productively and hold each other accountable in a fun and creative way. I've never loved getting things done more!",app really amazing different categories sort tasks suit particular needs rpg aspect really well done productivity reflects avatar surprisingly immersive way rich variety items equipment cosmetic customisations avatar quest feature great way people socialise productively hold accountable fun creative way ive never loved getting things done,5,2020-09-25 11:56:35,6,0.3291666666666666,Monetization Sentiment
3645,3645,"Love the new UI. Before, you can't look at tasks when offline. It's fixed now. You can also filter the tags.",love new ui cant look tasks offline fixed also filter tags,5,2020-09-25 05:08:07,0,0.2454545454545454,Monetization Sentiment
3646,3646,Really helped with motivation,really helped motivation,5,2020-09-25 02:40:15,0,0.2,Efficiency
3647,3647,This app has been a game changer for productivity in my life. There is soooo much to do and explore.,app game changer productivity life soooo much explore,5,2020-09-23 19:11:14,0,-0.1,Monetization Sentiment
3648,3648,"Amazing app, love it!",amazing app love,5,2020-09-23 12:45:32,0,0.55,Low Signal
3649,3649,"I like this app. But currently there's a glitch which isn't letting me delete dailies and habits left over from older challenges which have been closed now. Please look into this. I tried re - installing, and using the website version, but nothing worked.",like app currently theres glitch isnt letting delete dailies habits left older challenges closed please look tried installing using website version nothing worked,5,2020-09-23 11:19:31,0,0.0166666666666666,Monetization Sentiment
3650,3650,"Can't recommend it enough. Get a party, and you'll make friends super fast and get loooooads of motivation! NO ADS. No annoying popups. Only teamwork, motivation, and rpg magic. Perfect app. Can't thank it enough.",cant recommend enough get party youll make friends super fast get loooooads motivation ads annoying popups teamwork motivation rpg magic perfect app cant thank enough,5,2020-09-22 20:17:29,0,0.1761904761904762,Feature Requests & Friction
3651,3651,"This app helped me so much with acquiring and maintaining good habits! It's amazing, I adore it deeply, and will continue to support it 💛 I've bought a yearly subscription - totally worth it! This app is lovely, and developers deserve all of the praise they can get 💜💜💜 Love you guys, keep up an outstanding work!",app helped much acquiring maintaining good habits amazing adore deeply continue support ive bought yearly subscription totally worth app lovely developers deserve praise get love guys keep outstanding work,5,2020-09-22 03:15:39,0,0.4125,Monetization Sentiment
3652,3652,The best way to help a nerd getting h*s tasks done! I use it everyday.,best way help nerd getting hs tasks done use everyday,5,2020-09-21 20:00:37,0,0.4,Monetization Sentiment
3653,3653,"Habitica isn't just helping me stay productive and organized, it's also really fun to use, and makes me want to do stuff I'd otherwise try to avoid. I love everything about the app, especially the social features like Guilds and Partys which make the whole experience even better.",habitica isnt helping stay productive organized also really fun use makes want stuff id otherwise try avoid love everything app especially social features like guilds partys make whole experience even better,5,2020-09-21 18:29:07,1,0.3133333333333333,Monetization Sentiment
3654,3654,Like it. It has items and you become a character that takes dmg and lvl up. Even got a pet. Love it,like items become character takes dmg lvl even got pet love,5,2020-09-21 15:16:07,0,0.5,Efficiency
3655,3655,"I'm only a few days in, but I gotta say, this feels like virtual adderall. I'm excited to get things done now. My to-do list doesn't scare me anymore and I no longer deal with crippling anxiety about all the stuff I didn't do every night when I try to sleep. Definitely feels like I've ""hacked"" my reward system. Fingers crossed this isn't just a honeymoon period, because for the first time in ages I'm ENJOYING getting things done. No more stress - just dopamine.",im days gotta say feels like virtual adderall im excited get things done todo list doesnt scare anymore longer deal crippling anxiety stuff didnt every night try sleep definitely feels like ive hacked reward system fingers crossed isnt honeymoon period first time ages im enjoying getting things done stress dopamine,5,2020-09-19 02:14:12,0,0.28125,Retention Drivers
3656,3656,Nice app finally some good frikin friends,nice app finally good frikin friends,5,2020-09-17 21:25:16,0,0.6499999999999999,Low Signal
3657,3657,Excelente para organização pessoal e ainda se diverte com o jogo,excelente para organizao pessoal e ainda se diverte com jogo,5,2020-09-17 20:13:50,0,0.0,Noise
3658,3658,This app has already helped me so much and I got it a week ago!!,app already helped much got week ago,5,2020-09-16 09:59:46,0,0.2,Retention Drivers
3659,3659,Great app that helps me keep organized and motivated. Fun spin on a to-do list!,great app helps keep organized motivated fun spin todo list,5,2020-09-16 00:11:44,1,0.55,Efficiency
3660,3660,Simplify your life with the leveling up system and - categorizing & organizations,simplify life leveling system categorizing organizations,5,2020-09-15 11:03:27,0,0.0,Efficiency
3661,3661,"This is a very unique and interesting game, and it's really been helping me keep schedule during quarantine, which is amazing and really makes me happy, but it only gets four stars because sometimes it doesn't keep content. I used a royal purple hatching potion on one of my tiger eggs (I had two) and both items disappeared from my inventory but I didn't get my tiger, which is really disheartening. Very willing to fix this review if it suddenly shows up, but I don't think it will :[edit-fixed!!",unique interesting game really helping keep schedule quarantine amazing really makes happy gets four stars sometimes doesnt keep content used royal purple hatching potion one tiger eggs two items disappeared inventory didnt get tiger really disheartening willing fix review suddenly shows dont think editfixed,5,2020-09-15 08:07:13,54,0.2725000000000001,Efficiency
3662,3662,nice app,nice app,5,2020-09-14 17:42:02,0,0.6,Low Signal
3663,3663,Great app! Has kept me on track with my goals!,great app kept track goals,5,2020-09-14 17:34:42,0,0.8,Efficiency
3664,3664,"The grindy gamer in me refuses to not be rich in coins buy in order to get coins, I need to finish tasks. I dont even feel like studying is studying anymore. Studying has become grinding for a game, making me want to do it more.",grindy gamer refuses rich coins buy order get coins need finish tasks dont even feel like studying studying anymore studying become grinding game making want,5,2020-09-13 20:55:51,1,-0.0125,Monetization Sentiment
3665,3665,Awesome! The last time I used this app was about 3 years ago. Now I use it again and found the updates are amazing.,awesome last time used app years ago use found updates amazing,5,2020-09-13 08:27:07,0,0.5333333333333333,Retention Drivers
3666,3666,"The best habit forming tool ever, whether you pay any attention to the game aspect or not",best habit forming tool ever whether pay attention game aspect,5,2020-09-12 04:18:48,1,0.3,Monetization Sentiment
3667,3667,"This app is great! I've only had it for a few days, and I'm addicted! It's so fun and helps to get rid of habits and create new ones, it helps me get things done. It's so cool! I love the fact that if you want something, you've got to earn it, and it makes you feel good about completing tasks! It doesn't always tell you to rate the app and/or share it which is another plus. 11/10, I do recommend!",app great ive days im addicted fun helps get rid habits create new ones helps get things done cool love fact want something youve got earn makes feel good completing tasks doesnt always tell rate app andor share another plus recommend,5,2020-09-12 02:46:03,8,0.3409090909090909,Monetization Sentiment
3668,3668,"I love this app, it only app that keeps my interested. I love the to do list, habits and daily :) then if you want you have a change to challenge yourself. I wish they had a search bar to search up challenge, maybe a group and create group button and way to invite friends and become friends with your real friends so you can do challenges together but I would totally reccomend this app download it now you will not regret it :)",love app app keeps interested love list habits daily want change challenge wish search bar search challenge maybe group create group button way invite friends become friends real friends challenges together would totally reccomend app download regret,5,2020-09-10 20:59:39,11,0.2416666666666666,Retention Drivers
3669,3669,Best habit tracker app ever,best habit tracker app ever,5,2020-09-10 01:52:59,1,1.0,Retention Drivers
3670,3670,"This app changed my life. Im more willing to do the hard parts of my day because I don't want to take more damage. Seriously, this app is a God send and I even subscribed!!",app changed life im willing hard parts day dont want take damage seriously app god send even subscribed,5,2020-09-08 22:06:52,1,-0.125,Monetization Sentiment
3671,3671,"I LOVE THIS APP VERY MUCH. When the quarantine started, I gained a few kilos, didn't exercise enough and would sit on my phone all day. When I found this app, I started to do things - even making habits that I want to have. Also, this app is also a semi-RPG game, so it's a really big plus. 5 stars, GUARANTEED.",love app much quarantine started gained kilos didnt exercise enough would sit phone day found app started things even making habits want also app also semirpg game really big plus stars guaranteed,5,2020-09-07 18:30:09,18,0.0599999999999999,Retention Drivers
3672,3672,This app combines all the features I've been looking for into one simple interface,app combines features ive looking one simple interface,5,2020-09-06 01:30:18,1,0.0,Feature Requests & Friction
3673,3673,I love this app as it actually help me to change habits.,love app actually help change habits,5,2020-09-03 23:44:58,1,0.25,Retention Drivers
3674,3674,Dame great app,dame great app,5,2020-09-03 20:21:56,0,0.8,Low Signal
3675,3675,"I am completely in love with this app. This app has changed my life completely. Which is why I want it to get even better. Here is a small recommendation. Make a 4 week calender system (A/B/C/D week) so that if you want to make a schedule where you take 1 day off after 3 days of work, It is completely possible to make a routine that will keep repeating itself. (4dayx7=4x7day) by simple math, once you get to 5th week, you are back to the same pattern as that of 1st week and so, the cycle goes on",completely love app app changed life completely want get even better small recommendation make week calender system abcd week want make schedule take day days work completely possible make routine keep repeating dayxxday simple math get th week back pattern st week cycle goes,5,2020-09-03 19:03:02,0,0.1214285714285714,Retention Drivers
3676,3676,Best productivity app ever.,best productivity app ever,5,2020-08-31 17:44:17,0,1.0,Monetization Sentiment
3677,3677,This is a really fun and awesome why to help you sort your life with the bonus of dopmine fun things.,really fun awesome help sort life bonus dopmine fun things,5,2020-08-31 17:27:14,0,0.5333333333333333,Efficiency
3678,3678,So far this seems super cool! I'm excited to try it more and leave a more informed review!,far seems super cool im excited try leave informed review,5,2020-08-31 02:47:43,0,0.2895833333333333,Noise
3679,3679,trying to be productive,trying productive,5,2020-08-29 22:46:09,0,0.0,Monetization Sentiment
3680,3680,"Just love this app,it's really awesome for managing your dailies and to-dos,for anyone who loves gamified version of work to be done this app is all yours ;)",love appits really awesome managing dailies todosfor anyone loves gamified version work done app,5,2020-08-29 22:38:28,0,0.75,Monetization Sentiment
3681,3681,Update made it working again... Hats off to the hard working Devs... Eager to try it....!!!👍,update made working hats hard working devs eager try,5,2020-08-28 22:06:18,1,-0.2916666666666667,User Archetypes & Workflows
3682,3682,I love this so much,love much,5,2020-08-26 04:12:53,0,0.35,Low Signal
3683,3683,Love it! Such a brilliant idea and really well executed. One of the best apps I've ever used.,love brilliant idea really well executed one best apps ive ever used,5,2020-08-25 22:44:28,1,0.6499999999999999,Low Signal
3684,3684,"One of the best apps that I've used so far... I'm a procrastinator, due to which my grades had suffered a lot... I came across this app on a site, and decided to give it a try... One of my best decisions",one best apps ive used far im procrastinator due grades suffered lot came across app site decided give try one best decisions,5,2020-08-24 20:20:27,1,0.49375,Monetization Sentiment
3685,3685,"I really really love this app. The gamifying is really good. And I especially love the guilds with various creative monthly challenges. Another pro is that most people don't spend too much time chatting. The chatting is limited to a healthy amount (cuz ppl r busy with tasks) and it is still social enough to provide enough encouragement, sharing of thoughts and pointless banter to take ur mind off stressful stuff .",really really love app gamifying really good especially love guilds various creative monthly challenges another pro people dont spend much time chatting chatting limited healthy amount cuz ppl r busy tasks still social enough provide enough encouragement sharing thoughts pointless banter take ur mind stressful stuff,5,2020-08-23 19:53:54,11,0.247069597069597,Monetization Sentiment
3686,3686,This app has helped me in doing my tasks on time. It helps me to be more accountable and be more responsible enough. The gamified style kept me going as I see how much my character levels up.,app helped tasks time helps accountable responsible enough gamified style kept going see much character levels,5,2020-08-23 12:21:17,1,0.1333333333333333,Monetization Sentiment
3687,3687,Just like Solo Leveling,like solo leveling,5,2020-08-23 10:38:22,0,0.0,Noise
3688,3688,Best productivity app I've used!!!,best productivity app ive used,5,2020-08-23 09:22:23,0,1.0,Monetization Sentiment
3689,3689,"Excellent app!!! I would rate it 6/5 if calendar option somehow exist. Imagine you do have birds-eye view in days, weeks or even years. May not be a rating/review more kinda suggestions hehe. Admins and Developers great job! Salute to them for making this app awesome. :)",excellent app would rate calendar option somehow exist imagine birdseye view days weeks even years may ratingreview kinda suggestions hehe admins developers great job salute making app awesome,5,2020-08-23 08:10:52,2,0.9333333333333332,Retention Drivers
3690,3690,Great tool to develop new habits. I owe habitica a lot.,great tool develop new habits owe habitica lot,5,2020-08-22 22:14:24,1,0.4681818181818182,Monetization Sentiment
3691,3691,excellent app,excellent app,5,2020-08-22 10:10:56,0,1.0,Low Signal
3692,3692,By far the coolest darn app I have ever played in my life!! I love the whole concept of what is trying to be portrayed here. I doubt I'd actually be good at it because I kind of procrastinate on things a lot😂but it sure is fun already so maybe I've got a chance. But thank you developers for creating this. This can really help people towards their future😊🙏in the most bizarre but absolutely amazing and fun way🤗,far coolest darn app ever played life love whole concept trying portrayed doubt id actually good kind procrastinate things lotbut sure fun already maybe ive got chance thank developers creating really help people towards futurein bizarre absolutely amazing fun way,5,2020-08-21 23:00:25,48,0.3999999999999999,Monetization Sentiment
3693,3693,Keeps me focused,keeps focused,5,2020-08-20 13:52:02,0,0.0,Efficiency
3694,3694,"Love it. Pretty simple, and it helps me get things done, and even helped to break bad habits like sleeping wayyy too late and waking up at like 12PM. I haven't talked to other users all that much but from reading tavern messages, the community seems very helpful and supportive. I've been using Habitica for about a year now, and I plan to continue using it until I can finally get things done without having to be threatened by a party quest boss lol. 11/10",love pretty simple helps get things done even helped break bad habits like sleeping wayyy late waking like pm havent talked users much reading tavern messages community seems helpful supportive ive using habitica year plan continue using finally get things done without threatened party quest boss lol,5,2020-08-19 12:51:38,1,0.1388888888888889,Retention Drivers
3695,3695,Very nice productivity rpg game,nice productivity rpg game,5,2020-08-16 22:28:14,0,0.0999999999999999,Monetization Sentiment
3696,3696,"This is the best! This inspired me to complete my tasks that I always seem to forget in doing. I also had fun at the same time! I really love the RPG-style theme. While using this I realized almost all rpg mechanism are in this but trading so I hope you guys put a trading system or item gifting or whatsoever in the next updates. Also, I wanna try becoming a subscriber for free so, hope you guys give me atleast a 1 mo trial hehe💖.",best inspired complete tasks always seem forget also fun time really love rpgstyle theme using realized almost rpg mechanism trading hope guys put trading system item gifting whatsoever next updates also wanna try becoming subscriber free hope guys give atleast mo trial hehe,5,2020-08-15 14:12:32,1,0.3928571428571428,Monetization Sentiment
3697,3697,"I LOVE THIS APP. It helps me so much when I want to get something done, and when I need to do something daily, like take my vitamins, or wash the dishes. There are also so much nice people when you join guilds. 10/10 would recommend to a friend. Note: This app is way more helpful if you're into games, points, and competitiveness. (I'm very competitive 😅) But it's still super helpful even if you're not that interested in that stuff. Again, 10/10 would definitely recommend!",love app helps much want get something done need something daily like take vitamins wash dishes also much nice people join guilds would recommend friend note app way helpful youre games points competitiveness im competitive still super helpful even youre interested stuff would definitely recommend,5,2020-08-14 20:51:48,44,0.269047619047619,Retention Drivers
3698,3698,Actually for once in my life am getting stuff done lol,actually life getting stuff done lol,5,2020-08-14 15:02:59,0,0.4,Efficiency
3699,3699,Awesome! I've become way more organized after starting to use this app. Absolutely loved it. Keep up the hard work dev.,awesome ive become way organized starting use app absolutely loved keep hard work dev,5,2020-08-13 21:35:12,0,0.3520833333333333,Efficiency
3700,3700,It just works.,works,5,2020-08-13 18:48:39,0,0.0,User Archetypes & Workflows
3701,3701,"Helped me get in control of my habits, helps me keep accountable! The setup allows me to select how difficult any task is and scales to it, very helpful",helped get control habits helps keep accountable setup allows select difficult task scales helpful,5,2020-08-13 18:27:34,1,-0.5,Monetization Sentiment
3702,3702,"I've only just started up, but this app has progressed so much since I last saw it! UI is really tidy and easy to use. It doesn't feel like everything is locked behind a paywall (though I plan to support). Tasks/rewards/etc. are easy to customize, so the game can be tailored to exactly what you need. I have ADHD, so an app that makes every task a fun/novel experience is fantastic. I'm hoping this becomes a well worn tool in my belt. Thanks to the devs for creating such a useful resource ❤",ive started app progressed much since last saw ui really tidy easy use doesnt feel like everything locked behind paywall though plan support tasksrewardsetc easy customize game tailored exactly need adhd app makes every task funnovel experience fantastic im hoping becomes well worn tool belt thanks devs creating useful resource,5,2020-08-13 01:03:25,90,0.1833333333333333,Monetization Sentiment
3703,3703,"Even without an RPG element, this app is robust enough to suit any of your habit tracking needs. Its ridiculous how much better this app is compared to other regular paid or unpaid habit trackers.",even without rpg element app robust enough suit habit tracking needs ridiculous much better app compared regular paid unpaid habit trackers,5,2020-08-12 13:10:54,1,0.0733333333333333,Retention Drivers
3704,3704,Really love this. I enjoy the complexity and the fact that you can buy 'rewards' for keeping up with stuff and that there and consequences for not doing your dailies.,really love enjoy complexity fact buy rewards keeping stuff consequences dailies,5,2020-08-10 01:04:31,2,0.45,Monetization Sentiment
3705,3705,"This app really changed my life. I was able to make my life work with this. I've been trying to get my life on track and out of depression, and this app showed me how. Now I am keeping my house clean, keeping up with my social life, doing homeschool with my kids, and keeping up with then 😊 I didn't think that was possible last year.",app really changed life able make life work ive trying get life track depression app showed keeping house clean keeping social life homeschool kids keeping didnt think possible last year,5,2020-08-07 06:49:44,0,0.1833333333333333,Retention Drivers
3706,3706,Its awesome,awesome,5,2020-08-07 03:38:42,0,1.0,Low Signal
